id_ansi,titre,type_bulletin,date_pub,cve_id,cvss_score,base_severity,cwe_id,epss_score,lien_bulletin,description,vendor,produit,versions
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43004,5.3,Moyenne,CWE-862,0.001000000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"Due to a security misconfiguration vulnerability, customers can develop Production Operator Dashboards (PODs) that enable outside users to access customer data when they access these dashboards. Since no mechanisms exist to enforce authentication, malicious unauthenticated users can view non-sensitive customer information. However, this does not affect data integrity or availability.",SAP_SE,SAP Digital Manufacturing (Production Operator Dashboard),CTNR-DME-PODFOUNDATION-MS 1.0
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43005,4.3,Moyenne,CWE-256,0.000190000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"SAP GUI for Windows allows an unauthenticated attacker to exploit insecure obfuscation algorithms used by the GuiXT application to store user credentials. While this issue does not impact the Integrity or Availability of the application, it may have a Low impact on the Confidentiality of data.",SAP_SE,SAP GUI for Windows,BC-FES-GUI 8.00
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43006,6.1,Élevée,CWE-79,0.001080000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"SAP Supplier Relationship Management (Master Data Management Catalogue) allows an unauthenticated attacker to execute malicious scripts in the application, potentially leading to a Cross-Site Scripting (XSS) vulnerability. This has no impact on the availability of the application, but it can have some minor impact on its confidentiality and integrity.",SAP_SE,SAP Supplier Relationship Management (Master Data Management Catalog),SRM_MDM_CAT 7.52
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43007,6.3,Élevée,CWE-862,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"SAP Service Parts Management (SPM) does not perform necessary authorization checks for an authenticated user, allowing an attacker to escalate privileges. This has low impact on confidentiality, integrity and availability of the application.",SAP_SE,SAP Service Parts Management (SPM),101; 102; 103; 618; S4CORE 100; SAP_APPL 617
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43008,5.8,Moyenne,CWE-862,0.000370000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"Due to missing authorization check, an unauthorized user can view the files of other company. This might lead to disclosure of personal data of employees. There is no impact on integrity and availability.",SAP_SE,SAP S/4HANA HCM Portugal and SAP ERP HCM Portugal,101; 604; 608; S4HCMCPT 100; SAP_HRCPT 600
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43009,6.3,Élevée,CWE-862,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"SAP Service Parts Management (SPM) does not perform necessary authorization checks for an authenticated user, allowing an attacker to escalate privileges. This has low impact on Confidentiality, integrity and availability of the application.",SAP_SE,SAP Service Parts Management (SPM),101; 102; 602; 603; 604; 605; 606; 616; 617; 618; S4CORE 100; SAP_APPL 600
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43010,8.3,Critique,CWE-94,0.000540000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"SAP S/4HANA Cloud Private Edition or on Premise (SCM Master Data Layer (MDL)) allows an authenticated attacker with SAP standard authorization to execute a certain function module remotely and replace arbitrary ABAP programs, including SAP standard programs. This is due to lack of input validation and no authorization checks. This has low Confidentiality impact but high impact on integrity and availability to the application.",SAP_SE,SAP S/4HANA Cloud Private Edition or on Premise (SCM Master Data Layer (MDL)),103; 104; 105; 106; 107; 108; 701; 702; 712; 713; 714; S4CORE 102; SCM_BASIS 700
CERTFR-2025-AVI-0396,Multiples vulnérabilités dans les produits SAP (13 mai 2025),avis,"Tue, 13 May 2025 00:00:00 +0000",CVE-2025-43011,7.7,Élevée,CWE-862,0.000360000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0396,"Under certain conditions, SAP Landscape Transformation's PCL Basis module does not perform the necessary authorization checks, allowing authenticated users to access restricted functionalities or data. This can lead to a high impact on confidentiality with no impact on the integrity or availability of the application.",SAP_SE,SAP Landscape Transformation (PCL Basis),103; 104; 105; 106; 107; 108; 2011_1_710; 2011_1_730; 2011_1_731; 2018_1_752; 2020; DMIS 2011_1_700; S4CORE 102
CERTFR-2025-AVI-0468,Vulnérabilité dans Roundcube (02 juin 2025),avis,"Mon, 02 Jun 2025 00:00:00 +0000",CVE-2025-49113,9.9,Critique,CWE-502,0.730800000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0468,"Roundcube Webmail before 1.5.10 and 1.6.x before 1.6.11 allows remote code execution by authenticated users because the _from parameter in a URL is not validated in program/actions/settings/upload.php, leading to PHP Object Deserialization.",Roundcube,Webmail,0; 1.6.0
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,"Thu, 05 Jun 2025 00:00:00 +0000",CVE-2025-20163,8.7,Critique,CWE-322,0.000310000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479,"A vulnerability in the SSH implementation of Cisco Nexus Dashboard Fabric Controller (NDFC) could allow an unauthenticated, remote attacker to impersonate Cisco NDFC-managed devices.

This vulnerability is due to insufficient SSH host key validation. An attacker could exploit this vulnerability by performing a machine-in-the-middle attack on SSH connections to Cisco NDFC-managed devices, which could allow an attacker to intercept this traffic. A successful exploit could allow the attacker to impersonate a managed device and capture user credentials.",Cisco,Cisco Data Center Network Manager; Cisco Nexus Dashboard,10.0(1); 10.1(1); 10.1(2); 10.2(1); 10.3(1); 10.3(1)R(1); 10.3(2)IPFM; 10.4(1); 10.4(2); 11.0(1); 11.1(1); 11.2(1); 11.3(1); 11.4(1); 11.5(1); 11.5(2); 11.5(3); 11.5(3a); 11.5(4); 12.0.1a; 12.0.2d; 12.0.2f; 12.1(1); 12.1.1; 12.1.1e; 12.1.1p; 12.1.2e; 12.1.2p; 12.1.3b; 12.2.1; 12.2.2; 3.1(1k); 3.1(1l); 3.2(1e); 3.2(1i); 3.3(1a); 3.3(1b); 3.3(2b); 3.3(2g); 4.0(1i); 7.0(1); 7.0(2); 7.1(1); 7.1(2); 7.2(1); 7.2(2); 7.2(2a); 7.2(3)
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,"Thu, 05 Jun 2025 00:00:00 +0000",CVE-2025-20261,8.8,Critique,CWE-923,0.001640000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479,"A vulnerability in the SSH connection handling of Cisco Integrated Management Controller (IMC) for Cisco UCS B-Series, UCS C-Series, UCS S-Series, and UCS X-Series Servers could allow an authenticated, remote attacker to access internal services with elevated privileges.

This vulnerability is due to insufficient restrictions on access to internal services. An attacker with a valid user account could exploit this vulnerability by using crafted syntax when connecting to the Cisco IMC of an affected device through SSH. A successful exploit could allow the attacker to access internal services with elevated privileges, which may allow unauthorized modifications to the system, including the possibility of creating new administrator accounts on the affected device.",Cisco,Cisco Unified Computing System (Managed); Cisco Unified Computing System (Standalone),3.1(1d); 3.1(2b); 3.1(2c); 3.1(2d); 3.1(2e); 3.1(2g); 3.1(2i); 3.1(3a); 3.1(3b); 3.1(3c); 3.1(3d); 3.1(3g); 3.1(3h); 3.1(3i); 3.1(3j); 3.1(3k); 3.2(1d); 3.2(2b); 3.2(2c); 3.2(2d); 3.2(2e); 3.2(2f); 3.2(3a); 3.2(3b); 3.2(3d); 3.2(3e); 3.2(3g); 3.2(3h); 3.2(3i); 3.2(3j); 3.2(3k); 3.2(3l); 3.2(3n); 3.2(3o); 3.2(3p); 4.0(1.240); 4.0(1a); 4.0(1b); 4.0(1c); 4.0(1d); 4.0(1e); 4.0(1g); 4.0(1h); 4.0(2a); 4.0(2b); 4.0(2c); 4.0(2d); 4.0(2e); 4.0(2f); 4.0(2g); 4.0(2h); 4.0(2i); 4.0(2k); 4.0(2l); 4.0(2m); 4.0(2n); 4.0(2o); 4.0(2p); 4.0(2q); 4.0(2r); 4.0(4a); 4.0(4b); 4.0(4c); 4.0(4d); 4.0(4e); 4.0(4f); 4.0(4g); 4.0(4h); 4.0(4i); 4.0(4j); 4.0(4k); 4.0(4l); 4.0(4m); 4.0(4n); 4.0(4o); 4.1(1a); 4.1(1b); 4.1(1c); 4.1(1d); 4.1(1e); 4.1(1f); 4.1(1g); 4.1(1h); 4.1(2a); 4.1(2b); 4.1(2c); 4.1(2d); 4.1(2e); 4.1(2f); 4.1(2g); 4.1(2h); 4.1(2j); 4.1(2k); 4.1(2l); 4.1(2m); 4.1(3a); 4.1(3b); 4.1(3c); 4.1(3d); 4.1(3e); 4.1(3f); 4.1(3g); 4.1(3h); 4.1(3i); 4.1(3j); 4.1(3k); 4.1(3l); 4.1(3m); 4.1(3n); 4.1(4a); 4.2(1a); 4.2(1b); 4.2(1c); 4.2(1d); 4.2(1e); 4.2(1f); 4.2(1g); 4.2(1i); 4.2(1j); 4.2(1k); 4.2(1l); 4.2(1m); 4.2(1n); 4.2(2a); 4.2(2c); 4.2(2d); 4.2(2e); 4.2(3b); 4.2(3d); 4.2(3e); 4.2(3g); 4.2(3h); 4.2(3i); 4.2(3j); 4.3(2b); 4.3(2c); 4.3(2e); 4.3(2f); 4.3(3a); 4.3(3c); 4.3(4a); 4.3(4b)
CERTFR-2025-AVI-0479,Multiples vulnérabilités dans les produits Cisco (05 juin 2025),avis,"Thu, 05 Jun 2025 00:00:00 +0000",CVE-2025-20286,9.9,Critique,CWE-259,0.000510000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0479,"A vulnerability in Amazon Web Services (AWS), Microsoft Azure, and Oracle Cloud Infrastructure (OCI) cloud deployments of Cisco Identity Services Engine (ISE) could allow an unauthenticated, remote attacker to access sensitive data, execute limited administrative operations, modify system configurations, or disrupt services within the impacted systems.

This vulnerability exists because credentials are improperly generated when Cisco ISE is being deployed on cloud platforms, resulting in different Cisco ISE deployments sharing the same credentials. These credentials are shared across multiple Cisco ISE deployments as long as the software release and cloud platform are the same. An attacker could exploit this vulnerability by extracting the user credentials from Cisco ISE that is deployed in the cloud and then using them to access Cisco ISE that is deployed in other cloud environments through unsecured ports. A successful exploit could allow the attacker to access sensitive data, execute limited administrative operations, modify system configurations, or disrupt services within the impacted systems.
Note: If the Primary Administration node is deployed in the cloud, then Cisco ISE is affected by this vulnerability. If the Primary Administration node is on-premises, then it is not affected.",Cisco,Cisco Identity Services Engine Software,3.1.0; 3.1.0 p1; 3.1.0 p10; 3.1.0 p2; 3.1.0 p3; 3.1.0 p4; 3.1.0 p5; 3.1.0 p6; 3.1.0 p7; 3.1.0 p8; 3.1.0 p9; 3.2.0; 3.2.0 p1; 3.2.0 p2; 3.2.0 p3; 3.2.0 p4; 3.2.0 p5; 3.2.0 p6; 3.2.0 p7; 3.3 Patch 1; 3.3 Patch 2; 3.3 Patch 3; 3.3 Patch 4; 3.3 Patch 5; 3.3.0; 3.4 Patch 1; 3.4.0
CERTFR-2025-AVI-0480,Multiples vulnérabilités dans le noyau Linux de Red Hat (06 juin 2025),avis,"Fri, 06 Jun 2025 00:00:00 +0000",CVE-2025-21919,,,Non disponible,0.000210000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0480,"In the Linux kernel, the following vulnerability has been resolved:

sched/fair: Fix potential memory corruption in child_cfs_rq_on_list

child_cfs_rq_on_list attempts to convert a 'prev' pointer to a cfs_rq.
This 'prev' pointer can originate from struct rq's leaf_cfs_rq_list,
making the conversion invalid and potentially leading to memory
corruption. Depending on the relative positions of leaf_cfs_rq_list and
the task group (tg) pointer within the struct, this can cause a memory
fault or access garbage data.

The issue arises in list_add_leaf_cfs_rq, where both
cfs_rq->leaf_cfs_rq_list and rq->leaf_cfs_rq_list are added to the same
leaf list. Also, rq->tmp_alone_branch can be set to rq->leaf_cfs_rq_list.

This adds a check `if (prev == &rq->leaf_cfs_rq_list)` after the main
conditional in child_cfs_rq_on_list. This ensures that the container_of
operation will convert a correct cfs_rq struct.

This check is sufficient because only cfs_rqs on the same CPU are added
to the list, so verifying the 'prev' pointer against the current rq's list
head is enough.

Fixes a potential memory corruption issue that due to current struct
layout might not be manifesting as a crash but could lead to unpredictable
behavior when the layout changes.",Linux,Linux,5.13; fdaba61ef8a268d4136d0a113d153f7a89eb9984
CERTFR-2025-AVI-0480,Multiples vulnérabilités dans le noyau Linux de Red Hat (06 juin 2025),avis,"Fri, 06 Jun 2025 00:00:00 +0000",CVE-2025-21964,,,Non disponible,0.000250000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0480,"In the Linux kernel, the following vulnerability has been resolved:

cifs: Fix integer overflow while processing acregmax mount option

User-provided mount parameter acregmax of type u32 is intended to have
an upper limit, but before it is validated, the value is converted from
seconds to jiffies which can lead to an integer overflow.

Found by Linux Verification Center (linuxtesting.org) with SVACE.",Linux,Linux,5.12; 5780464614f6abe6026f00cf5a0777aa453ba450
